ID_SCENARIO,vento_medio,std_vento,zavorra,angolo_rampa,delay_secondi,SIM_N,ANGOLO_ACC_C6,INCLINAZIONE
V6.0_T0.15_Z0,6.0,0.9,0,-23.1,0.8,9,,
V6.0_T0.15_Z0,6.0,0.9,0,-23.1,0.8,10,,
V6.0_T0.15_Z20,6.0,0.9,20,-19.5,2.3,1,,
V6.0_T0.15_Z20,6.0,0.9,20,-19.5,2.3,2,,
V6.0_T0.15_Z20,6.0,0.9,20,-19.5,2.3,3,,
V6.0_T0.15_Z20,6.0,0.9,20,-19.5,2.3,4,,
V6.0_T0.15_Z20,6.0,0.9,20,-19.5,2.3,5,,
V6.0_T0.15_Z20,6.0,0.9,20,-19.5,2.3,6,,
V6.0_T0.15_Z20,6.0,0.9,20,-19.5,2.3,7,,
V6.0_T0.15_Z20,6.0,0.9,20,-19.5,2.3,8,,
V6.0_T0.15_Z20,6.0,0.9,20,-19.5,2.3,9,,
V6.0_T0.15_Z20,6.0,0.9,20,-19.5,2.3,10,,
V6.0_T0.15_Z40,6.0,0.9,40,-20.1,2.6,1,,
V6.0_T0.15_Z40,6.0,0.9,40,-20.1,2.6,2,,
V6.0_T0.15_Z40,6.0,0.9,40,-20.1,2.6,3,,
V6.0_T0.15_Z40,6.0,0.9,40,-20.1,2.6,4,,
V6.0_T0.15_Z40,6.0,0.9,40,-20.1,2.6,5,,
V6.0_T0.15_Z40,6.0,0.9,40,-20.1,2.6,6,,
V6.0_T0.15_Z40,6.0,0.9,40,-20.1,2.6,7,,
V6.0_T0.15_Z40,6.0,0.9,40,-20.1,2.6,8,,
V6.0_T0.15_Z40,6.0,0.9,40,-20.1,2.6,9,,
V6.0_T0.15_Z40,6.0,0.9,40,-20.1,2.6,10,,
V6.0_T0.15_Z60,6.0,0.9,60,-19.4,2.75,1,,
